"","Player","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","PER","WS","BPM","Year"
"1187","Semi Ojeleye","SO","F","Duke","6","63","14","1","3","0","0","11","18","0.278","0.5","0.25","0.571","3","2.3","0.2","0.5","0","11.7","0.2","3.8",2015
"1188","Jahlil Okafor","FR","C","Duke","38","1143","322","49","29","54","95","81","657","0.664","0.664","0","0.51","17.3","8.5","1.3","0.8","1.4","30.7","6.7","10.9",2015
"1189","Terry Rozier","SO","G","Louisville","36","1260","200","108","72","6","79","62","615","0.411","0.456","0.306","0.79","17.1","5.6","3","2","0.2","22.1","6","8.4",2015
"1190","Justise Winslow","FR","F","Duke","39","1135","252","82","52","34","71","108","492","0.486","0.516","0.418","0.641","12.6","6.5","2.1","1.3","0.9","22.3","5.5","10.4",2015
"1191","Jevon Carter","FR","G","West Virginia","35","832","82","62","67","3","41","67","285","0.36","0.423","0.314","0.77","8.1","2.3","1.8","1.9","0.1","15.6","2.8","7.6",2015
"1192","Devonte' Graham","FR","G","Kansas","29","517","43","61","25","0","33","44","164","0.393","0.377","0.425","0.724","5.7","1.5","2.1","0.9","0","14.7","1.7","5.4",2015
"1193","Buddy Hield","JR","G","Oklahoma","35","1135","190","67","47","8","68","61","610","0.412","0.469","0.359","0.823","17.4","5.4","1.9","1.3","0.2","22.6","5.6","9.1",2015
"1194","Wesley Iwundu","SO","F","Kansas State","31","780","108","61","23","20","62","65","179","0.404","0.416","0.316","0.595","5.8","3.5","2","0.7","0.6","9.9","0.9","2.8",2015
"1195","Monte Morris","SO","G","Iowa State","34","1153","117","176","64","15","38","45","406","0.507","0.547","0.395","0.753","11.9","3.4","5.2","1.9","0.4","21.5","5.5","9.8",2015
"1196","Sviatoslav Mykhailiuk","FR","G","Kansas","26","291","31","17","8","1","15","17","72","0.306","0.333","0.288","0.833","2.8","1.2","0.7","0.3","0","7.2","0.3","1.5",2015
"1197","Abdel Nader","JR","F","Iowa State","32","524","93","23","12","16","37","50","186","0.406","0.535","0.217","0.767","5.8","2.9","0.7","0.4","0.5","12.2","1","1.3",2015
"1198","Taurean Prince","JR","F","Baylor","33","868","184","42","49","29","67","70","459","0.472","0.53","0.395","0.644","13.9","5.6","1.3","1.5","0.9","25.6","4.5","11.7",2015
"1199","Myles Turner","FR","F","Texas","34","755","222","20","10","89","47","82","345","0.455","0.513","0.274","0.839","10.1","6.5","0.6","0.3","2.6","25.5","4","8.7",2015
"1200","Sam Dekker","JR","F","Wisconsin","40","1239","220","49","21","18","36","42","556","0.525","0.639","0.331","0.708","13.9","5.5","1.2","0.5","0.5","25.5","7","10",2015
"1201","Frank Kaminsky","SR","C","Wisconsin","39","1311","320","103","33","57","63","65","732","0.547","0.581","0.416","0.78","18.8","8.2","2.6","0.8","1.5","34.4","9.8","15.3",2015
"1202","Jake Layman","JR","F","Maryland","35","1053","203","49","28","26","67","75","437","0.47","0.53","0.378","0.752","12.5","5.8","1.4","0.8","0.7","20.1","4.4","6.9",2015
"1203","Caris LeVert","JR","G","Michigan","18","645","88","67","32","7","39","31","269","0.421","0.43","0.405","0.81","14.9","4.9","3.7","1.8","0.4","21.4","2.3","8.2",2015
"1204","D'Angelo Russell","FR","G","Ohio State","35","1188","198","175","55","11","102","74","675","0.449","0.479","0.411","0.756","19.3","5.7","5","1.6","0.3","26.6","6.8","11.7",2015
"1205","Denzel Valentine","JR","G","Michigan State","39","1295","245","167","35","9","92","85","567","0.443","0.475","0.416","0.826","14.5","6.3","4.3","0.9","0.2","21.9","6","10.6",2015
"1206","Richaun Holmes","SR","F","Bowling Green State","31","892","248","26","22","83","60","77","457","0.563","0.588","0.419","0.712","14.7","8","0.8","0.7","2.7","30.4","5.1","9.3",2015
"1207","Anthony Johnson","SR","G","Northern Illinois","27","616","58","26","11","0","28","37","291","0.434","0.47","0.374","0.701","10.8","2.1","1","0.4","0","17.9","2","-1.3",2015
"1208","Eric Washington","JR","G","Miami (OH)","32","1029","102","176","45","1","108","71","455","0.451","0.493","0.329","0.795","14.2","3.2","5.5","1.4","0","21.1","3.4","2.7",2015
"1209","Chandler Hutchison","FR","G","Boise State","29","358","57","23","14","4","15","42","90","0.356","0.37","0.286","0.649","3.1","2","0.8","0.5","0.1","12.2","1","1.1",2015
"1210","Patrick McCaw","FR","G","Nevada-Las Vegas","32","947","104","86","48","10","57","49","307","0.402","0.453","0.368","0.714","9.6","3.3","2.7","1.5","0.3","15.7","2.7","3.8",2015
"1211","Dillon Brooks","FR","F","Oregon","36","1020","176","65","18","20","73","111","413","0.456","0.496","0.337","0.825","11.5","4.9","1.8","0.5","0.6","16.5","2.9","2.9",2015
"1212","Rondae Hollis-Jefferson","SO","F","Arizona","38","1090","260","59","44","32","59","94","427","0.502","0.537","0.207","0.707","11.2","6.8","1.6","1.2","0.8","21.8","5.9","11.2",2015
"1213","Stanley Johnson","FR","F","Arizona","38","1081","247","63","57","15","82","100","523","0.446","0.478","0.371","0.742","13.8","6.5","1.7","1.5","0.4","22.5","5.7","10.2",2015
"1214","Kyle Kuzma","FR","F","Utah","31","252","55","19","1","5","18","32","103","0.456","0.556","0.324","0.556","3.3","1.8","0.6","0","0.2","16.5","1","4.1",2015
"1215","Kevon Looney","FR","F","UCLA","36","1113","331","51","46","32","45","104","416","0.47","0.481","0.415","0.626","11.6","9.2","1.4","1.3","0.9","21.9","4.8","8.2",2015
"1216","Norman Powell","SR","G","UCLA","36","1244","169","75","66","16","80","91","591","0.456","0.503","0.319","0.751","16.4","4.7","2.1","1.8","0.4","19.6","4.4","5.8",2015
"1217","Delon Wright","SR","G","Utah","35","1165","173","178","73","34","68","49","509","0.509","0.554","0.356","0.836","14.5","4.9","5.1","2.1","1","29.2","8.4","16.2",2015
"1218","Devin Booker","FR","G","Kentucky","38","816","76","42","17","2","37","58","381","0.47","0.527","0.411","0.828","10","2","1.1","0.4","0.1","19.4","4.5","8.9",2015
"1219","Willie Cauley-Stein","JR","F","Kentucky","39","1012","251","38","47","67","48","78","349","0.572","0.572","0","0.617","8.9","6.4","1","1.2","1.7","23.8","6","14.7",2015
"1220","Trey Lyles","FR","F","Kentucky","36","828","188","38","19","16","41","57","313","0.488","0.536","0.138","0.735","8.7","5.2","1.1","0.5","0.4","19.8","4.4","8.9",2015
"1221","Bobby Portis","SO","F","Arkansas","36","1076","321","42","39","50","56","78","629","0.536","0.541","0.467","0.737","17.5","8.9","1.2","1.1","1.4","29.5","6.1","9",2015
"1222","Josh Richardson","SR","G","Tennessee","32","1162","143","115","67","16","85","79","513","0.461","0.509","0.359","0.798","16","4.5","3.6","2.1","0.5","22.9","4.6","7.8",2015
"1223","Marcus Thornton","SR","F","Georgia","31","905","226","32","23","35","46","94","382","0.48","0.502","0.3","0.691","12.3","7.3","1","0.7","1.1","20.8","3.8","5.7",2015
"1224","Karl-Anthony Towns","FR","F","Kentucky","39","822","261","44","18","88","53","115","401","0.566","0.577","0.25","0.813","10.3","6.7","1.1","0.5","2.3","31.4","6.4","17.3",2015
"1225","Tyler Ulis","FR","G","Kentucky","37","882","67","135","37","2","38","56","209","0.406","0.386","0.429","0.808","5.6","1.8","3.6","1","0.1","15.6","4.2","9",2015
"1226","Dwayne Bacon","FR","G","Florida State","34","979","197","50","33","1","74","73","536","0.447","0.505","0.281","0.714","15.8","5.8","1.5","1","0","19","2.9","1.9",2016
"1227","Malik Beasley","FR","G","Florida State","34","1014","180","51","32","6","59","75","529","0.471","0.518","0.387","0.813","15.6","5.3","1.5","0.9","0.2","20.8","4","5.7",2016
"1228","Malcolm Brogdon","SR","G","Virginia","37","1263","150","115","35","9","52","76","675","0.457","0.498","0.391","0.897","18.2","4.1","3.1","0.9","0.2","25.1","7","11.1",2016
"1229","John Collins","FR","F","Wake Forest","31","446","122","7","9","23","31","82","227","0.547","0.547","0","0.691","7.3","3.9","0.2","0.3","0.7","21.8","1.5","1.5",2016
"1230","Brandon Ingram","FR","G","Duke","36","1246","244","72","41","49","72","74","624","0.442","0.464","0.41","0.682","17.3","6.8","2","1.1","1.4","22.5","4.9","7.5",2016
"1231","Justin Jackson","SO","F","North Carolina","40","1135","156","111","25","17","42","69","509","0.472","0.543","0.298","0.667","12.7","3.9","2.8","0.6","0.4","18.9","4.4","8.2",2016
"1232","Cameron Johnson","FR","G","Pittsburgh","32","373","59","16","10","5","15","41","155","0.397","0.431","0.375","0.808","4.8","1.8","0.5","0.3","0.2","15.7","1.3","3.9",2016
"1233","Luke Kennard","FR","G","Duke","36","961","129","55","34","6","28","69","425","0.421","0.528","0.32","0.889","11.8","3.6","1.5","0.9","0.2","19.5","3.7","6.3",2016
"1234","Cody Martin","SO","F","North Carolina State","33","855","144","75","40","14","46","69","199","0.467","0.469","0.429","0.597","6","4.4","2.3","1.2","0.4","14.3","1.7","4.8",2016
"1235","Donovan Mitchell","FR","G","Louisville","31","591","104","52","25","3","30","78","229","0.442","0.559","0.25","0.754","7.4","3.4","1.7","0.8","0.1","18.2","2.8","8",2016
"1236","Earl Watson","SR","C","Rhode Island","32","615","165","7","10","31","26","92","178","0.604","0.604","0","0.611","5.6","5.2","0.2","0.3","1","17.6","2.4","2.8",2016
"1237","Jevon Carter","SO","G","West Virginia","35","970","100","114","59","9","58","85","333","0.383","0.459","0.306","0.744","9.5","2.9","3.3","1.7","0.3","15.1","3.6","7.9",2016
"1238","Cheick Diallo","FR","F","Kansas","27","202","68","1","7","23","17","38","81","0.569","0.569","0","0.556","3","2.5","0","0.3","0.9","20.5","0.8","4.2",2016
"1239","Devonte' Graham","SO","G","Kansas","38","1238","127","140","55","5","64","81","430","0.46","0.483","0.441","0.744","11.3","3.3","3.7","1.4","0.1","16.8","5.1","9.9",2016
"1240","Buddy Hield","SR","G","Oklahoma","37","1309","212","75","42","18","113","76","925","0.501","0.552","0.457","0.88","25","5.7","2","1.1","0.5","28.2","7.6","11.5",2016
"1241","Wesley Iwundu","JR","F","Kansas State","33","1070","150","123","44","8","95","78","394","0.478","0.51","0.2","0.692","11.9","4.5","3.7","1.3","0.2","16","3","5.2",2016
"1242","Monte Morris","JR","G","Iowa State","35","1331","138","241","62","9","57","55","484","0.487","0.536","0.358","0.729","13.8","3.9","6.9","1.8","0.3","20.4","5.5","7.5",2016
"1243","Sviatoslav Mykhailiuk","SO","G","Kansas","35","449","47","32","12","5","26","42","188","0.45","0.526","0.402","0.68","5.4","1.3","0.9","0.3","0.1","15.7","1.6","6.4",2016
"1244","Abdel Nader","SR","F","Iowa State","35","1088","174","54","37","23","79","98","452","0.478","0.553","0.371","0.736","12.9","5","1.5","1.1","0.7","15.8","2.8","4.5",2016
"1245","Taurean Prince","SR","F","Baylor","34","1040","206","77","43","25","91","86","540","0.432","0.469","0.361","0.774","15.9","6.1","2.3","1.3","0.7","20.8","3.8","7.4",2016
"1246","Mikal Bridges","FR","F","Villanova","40","813","128","35","42","26","24","89","254","0.521","0.716","0.299","0.787","6.4","3.2","0.9","1.1","0.7","18.4","3.9","11.5",2016
"1247","Jalen Brunson","FR","G","Villanova","40","959","70","100","28","0","72","72","383","0.452","0.51","0.383","0.774","9.6","1.8","2.5","0.7","0","15.3","3.4","4.7",2016
"1248","Donte DiVincenzo","FR","G","Villanova","9","74","16","4","4","0","7","10","15","0.286","0.75","0.176","0","1.7","1.8","0.4","0.4","0","6.5","0.1","3.5",2016
"1249","Kris Dunn","JR","G","Providence","33","1088","176","206","82","20","116","93","542","0.448","0.477","0.372","0.695","16.4","5.3","6.2","2.5","0.6","23.2","4.5","11.3",2016
"1250","Josh Hart","JR","G","Villanova","40","1255","270","77","46","10","66","87","618","0.513","0.595","0.357","0.752","15.5","6.8","1.9","1.2","0.3","23.4","6.7","10",2016
"1251","Isaiah Whitehead","SO","G","Seton Hall","34","1098","122","173","40","49","119","78","618","0.379","0.39","0.365","0.76","18.2","3.6","5.1","1.2","1.4","20.5","4.2","7.7",2016
"1252","OG Anunoby","FR","F","Indiana","34","466","90","18","27","26","28","52","165","0.569","0.609","0.448","0.476","4.9","2.6","0.5","0.8","0.8","20.1","1.9","9.4",2016
"1253","Thomas Bryant","FR","C","Indiana","35","791","202","34","17","32","58","99","415","0.683","0.707","0.333","0.706","11.9","5.8","1","0.5","0.9","26.6","4.4","8.7",2016
"1254","Jordan Hill","SO","G","Wisconsin","30","467","42","24","9","1","19","44","87","0.379","0.444","0.333","0.667","2.9","1.4","0.8","0.3","0","6.8","0.7","1.6",2016
"1255","Jake Layman","SR","F","Maryland","36","1112","189","41","40","36","61","69","416","0.5","0.61","0.396","0.832","11.6","5.3","1.1","1.1","1","18.8","4.4","8.6",2016
"1256","Caris LeVert","SR","G","Michigan","15","464","80","74","15","3","25","18","247","0.506","0.546","0.446","0.794","16.5","5.3","4.9","1","0.2","28.8","2.8","11.9",2016
"1257","Denzel Valentine","SR","G","Michigan State","31","1022","233","241","32","7","85","52","595","0.462","0.481","0.444","0.853","19.2","7.5","7.8","1","0.2","29.7","7.3","16.5",2016
"1258","Brandon Clarke","FR","G","San Jose State","31","728","174","46","22","38","34","54","274","0.634","0.651","0.167","0.561","8.8","5.6","1.5","0.7","1.2","21.7","2.9","4.9",2016
"1259","Chandler Hutchison","SO","G","Boise State","31","615","127","41","21","11","31","65","212","0.497","0.52","0.231","0.636","6.8","4.1","1.3","0.7","0.4","17.1","2.2","3.8",2016
"1260","Patrick McCaw","SO","G","Nevada-Las Vegas","33","1113","169","128","81","13","68","73","486","0.465","0.571","0.366","0.774","14.7","5.1","3.9","2.5","0.4","21.3","5","8.4",2016
"1261","Ryan Anderson","SR","F","Arizona","33","963","334","26","23","20","63","70","505","0.545","0.551","0.286","0.745","15.3","10.1","0.8","0.7","0.6","26","5.4","6.7",2016
"1262","Dillon Brooks","SO","F","Oregon","38","1247","206","119","40","15","89","112","635","0.47","0.523","0.338","0.806","16.7","5.4","3.1","1.1","0.4","21.7","5.5","7.3",2016
"1263","Jaylen Brown","FR","F","University of California","34","939","182","68","27","22","105","108","498","0.431","0.482","0.294","0.654","14.6","5.4","2","0.8","0.6","17.6","2.7","3.6",2016
"1264","Marquese Chriss","FR","F","Washington","34","848","183","26","32","55","69","138","467","0.53","0.568","0.35","0.682","13.7","5.4","0.8","0.9","1.6","21.7","3.1","5.9",2016
"1265","Aaron Holiday","FR","G","UCLA","32","1013","96","127","45","8","92","103","331","0.394","0.383","0.419","0.727","10.3","3","4","1.4","0.3","11.4","1.4","2.7",2016
"1266","Kyle Kuzma","SO","F","Utah","36","867","206","51","12","16","71","73","387","0.522","0.578","0.255","0.617","10.8","5.7","1.4","0.3","0.4","18.4","2.6","2.8",2016
"1267","Dejounte Murray","FR","G","Washington","34","1139","203","151","62","10","110","90","548","0.416","0.457","0.288","0.663","16.1","6","4.4","1.8","0.3","16.8","2.8","4.3",2016
"1268","Matisse Thybulle","FR","F","Washington","34","819","109","55","39","32","47","111","211","0.397","0.43","0.366","0.714","6.2","3.2","1.6","1.1","0.9","11.1","1.7","5.1",2016
"1269","Skal Labissiere","FR","F","Kentucky","36","567","113","11","9","59","33","108","237","0.516","0.521","0","0.661","6.6","3.1","0.3","0.3","1.6","18.5","2","5.2",2016
"1270","Jamal Murray","FR","G","Kentucky","36","1267","186","79","35","11","84","75","720","0.454","0.502","0.408","0.783","20","5.2","2.2","1","0.3","22.7","6.1","9.1",2016
"1271","Ben Simmons","FR","F","Louisiana State","33","1151","388","158","65","27","111","92","632","0.56","0.561","0.333","0.67","19.2","11.8","4.8","2","0.8","29","6","11.6",2016
"1272","Tyler Ulis","SO","G","Kentucky","35","1288","105","246","51","4","69","64","606","0.434","0.486","0.344","0.856","17.3","3","7","1.5","0.1","23.9","7.1","9.6",2016
"1273","Pascal Siakam","SO","F","New Mexico State","34","1176","395","58","34","75","67","92","690","0.539","0.549","0.2","0.678","20.3","11.6","1.7","1","2.2","31.5","7.8","8",2016
"1274","Domantas Sabonis","SO","F","Gonzaga","36","1149","426","64","22","31","92","115","633","0.611","0.621","0.357","0.769","17.6","11.8","1.8","0.6","0.9","29.3","7.5","9",2016
"1275","Sterling Brown","SR","G","Southern Methodist","35","1143","227","105","50","19","69","91","470","0.459","0.465","0.449","0.791","13.4","6.5","3","1.4","0.5","21.7","6","9.6",2017
"1276","Damyean Dotson","SR","G","Houston","32","1098","222","36","29","5","33","53","556","0.47","0.505","0.443","0.83","17.4","6.9","1.1","0.9","0.2","23.9","5.9","7.9",2017
"1277","Semi Ojeleye","JR","F","Southern Methodist","35","1195","240","53","15","14","50","62","665","0.487","0.529","0.424","0.785","19","6.9","1.5","0.4","0.4","26.5","7.7","8.1",2017
"1278","Dwayne Bacon","SO","G","Florida State","35","1008","147","61","35","4","71","55","603","0.452","0.516","0.333","0.754","17.2","4.2","1.7","1","0.1","20.8","3.8","4.3",2017
"1279","Bruce Brown","FR","G","Miami (FL)","33","1053","186","106","49","18","67","83","391","0.459","0.513","0.347","0.744","11.8","5.6","3.2","1.5","0.5","20.3","4.4","9.5",2017
"1280","John Collins","SO","F","Wake Forest","33","878","324","17","21","52","60","98","632","0.622","0.624","0","0.745","19.2","9.8","0.5","0.6","1.6","35.9","5.6","7.9",2017
"1281","Jonathan Isaac","FR","F","Florida State","32","839","251","37","37","49","48","70","383","0.508","0.593","0.348","0.78","12","7.8","1.2","1.2","1.5","24.6","4.3","10.9",2017
"1282","Justin Jackson","JR","F","North Carolina","40","1281","186","113","31","9","69","55","731","0.443","0.51","0.37","0.748","18.3","4.7","2.8","0.8","0.2","21.3","6.1","9.4",2017
"1283","Ty Jerome","FR","G","Virginia","34","473","55","50","15","2","30","59","147","0.473","0.622","0.397","0.778","4.3","1.6","1.5","0.4","0.1","14.9","1.9","7.6",2017
"1284","Cameron Johnson","SO","G","Pittsburgh","33","1099","149","77","31","11","38","86","392","0.447","0.51","0.415","0.811","11.9","4.5","2.3","0.9","0.3","16.9","3.4","6.7",2017
"1285","Luke Kennard","SO","G","Duke","37","1314","188","91","31","13","59","83","722","0.489","0.525","0.438","0.856","19.5","5.1","2.5","0.8","0.4","24.4","7.1","9.5",2017
"1286","Donovan Mitchell","SO","G","Louisville","34","1098","165","93","70","17","56","88","529","0.408","0.463","0.354","0.806","15.6","4.9","2.7","2.1","0.5","21.8","5.4","11.6",2017
"1287","Josh Okogie","FR","G","Georgia Tech","37","1141","201","61","48","27","77","94","596","0.453","0.468","0.384","0.747","16.1","5.4","1.6","1.3","0.7","20.7","4.5","4.8",2017
"1288","Dennis Smith Jr.","FR","G","North Carolina State","32","1114","146","197","62","14","108","67","580","0.455","0.509","0.359","0.715","18.1","4.6","6.2","1.9","0.4","23.1","4","7.3",2017
"1289","Jayson Tatum","FR","F","Duke","29","966","213","62","39","33","76","86","488","0.452","0.504","0.342","0.849","16.8","7.3","2.1","1.3","1.1","22","4.1","7.5",2017
